品牌,车型,报价（万元）
福特,全顺-2020款 2.0T汽油手动多功能商用车中轴低顶上掀尾门国V,14.75
福特,全顺-2020款 2.0T汽油手动多功能商用车中轴低顶双开尾门国VI,15.3
福特,全顺-2020款 2.0T汽油手动多功能商用车中轴低顶上掀尾门国VI,15.36
福特,全顺-2020款 2.0T汽油自动多功能商用车中轴低顶双开尾门国V,16.69
福特,全顺-2020款 2.0T汽油自动多功能商用车中轴低顶上掀尾门国V,16.75
福特,全顺-2020款 2.0T汽油自动多功能商用车中轴低顶双开尾门国VI,17.3
福特,全顺-2020款 2.0T汽油自动多功能商用车中轴低顶上掀尾门国VI,17.36
福特,全顺-2020款 2.0T汽油手动商旅型中轴中顶,18.55
福特,全顺-2020款 2.0T汽油自动商旅型中轴中顶,20.55
福特,全顺-2019款 2.0T汽油厢式运输车短轴中顶3座国V,13.3
福特,全顺-2019款 2.0T汽油厢式运输车短轴中顶3座国VI,13.6
福特,全顺-2019款 2.0T汽油手动挡多功能商用车短轴低顶6座国V,14
福特,全顺-2019款 2.0T汽油手动挡多功能商用车短轴低顶6座国VI,14.3
福特,全顺-2019款 2.0T汽油手动挡多功能商用车短轴中顶6座国V,14.3
福特,全顺-2019款 2.0T汽油厢式运输车中轴中顶3座国V,14.3
福特,全顺-2019款 2.0T汽油手动挡多功能商用车短轴中顶6座国VI,14.6
福特,全顺-2019款 2.0T汽油厢式运输车中轴中顶3座国VI,14.6
福特,全顺-2019款 2.0T汽油手动挡多功能商用车中轴中顶6座国V,15.3
福特,全顺-2019款 2.0T汽油手动挡多功能商用车中轴中顶6座国VI,15.6
福特,全顺-2019款 2.0T汽油自动挡多功能商用车短轴低顶6座国V,16
福特,全顺-2019款 2.0T汽油自动挡多功能商用车短轴低顶6座国VI,16.3
福特,全顺-2019款 2.0T汽油自动挡多功能商用车短轴中顶6座国V,16.3
福特,全顺-2019款 2.0T汽油自动挡多功能商用车短轴中顶6座国VI,16.6
福特,全顺-2019款 2.0T汽油自动挡多功能商用车中轴中顶6座国V,17.3
福特,全顺-2019款 2.0T汽油自动挡多功能商用车中轴中顶6座国VI,17.6
福特,全顺-2019款 2.0T汽油自动挡商旅型短轴低顶7座国V,18.3
福特,全顺-2019款 2.0T汽油自动挡商旅型短轴低顶9座国V,18.5
福特,全顺-2019款 2.0T汽油自动挡商旅型短轴低顶7座国VI,18.6
福特,全顺-2019款 2.0T汽油自动挡商旅型短轴低顶9座国VI,18.8
福特,全顺-2019款 2.0T汽油自动挡商旅型中轴中顶7座国V,19.6
福特,全顺-2019款 2.0T汽油自动挡商旅型中轴中顶9座国V,19.8
福特,全顺-2019款 2.0T汽油自动挡商旅型中轴中顶7座国VI,19.9
福特,全顺-2019款 2.0T汽油自动挡商旅型中轴中顶9座国VI,20.1
福特,全顺-2017款 2.0T汽油厢式运输车短轴低顶,12.64
福特,全顺-2017款 2.0T汽油厢式运输车短轴中顶,13.04
福特,全顺-2017款 2.0T汽油多功能商用车短轴低顶,13.69
福特,全顺-2017款 2.0T汽油多功能商用车短轴中顶,13.99
福特,全顺-2017款 2.0T汽油厢式运输车中轴中顶,14.04
福特,全顺-2017款 2.0T汽油多功能商用车中轴中顶,14.99
福特,全顺-2017款 2.0T汽油自动多功能商用车短轴低顶,15.69
福特,全顺-2017款 2.0T汽油自动多功能商用车短轴中顶,15.99
福特,全顺-2017款 2.0T汽油自动多功能商用车中轴中顶,16.99
福特,翼虎-2019款 EcoBoost 180 两驱精翼型 国VI,16.98
福特,翼虎-2019款 EcoBoost 180 两驱铂翼型 国VI,17.98
福特,翼虎-2019款 EcoBoost 180 两驱豪翼型 国VI,19.28
福特,翼虎-2019款 EcoBoost 245 四驱豪翼型 国VI,21.98
福特,翼虎-2019款 EcoBoost 245 四驱运动型 国VI,22.98
福特,翼虎-2019款 EcoBoost 245 四驱尊翼型 国VI,24.98
福特,福克斯Active-2021款 EcoBoost 180 自动劲潮型,13.98
福特,福特F-150-2019款 3.5T LTD,57.28
福特,途睿欧-2020款 2.0T 手动精英版 国VI,18.69
福特,途睿欧-2020款 2.0T 手动精睿版 国VI,21.39
福特,途睿欧-2020款 2.0T 自动精英版 国VI,20.69
福特,途睿欧-2020款 2.0T 自动精睿版 国VI,23.39
福特,途睿欧-2020款 2.0T 自动商务舱版 国VI,27.58
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车短轴3座低顶,16.38
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车短轴3座中顶,16.6
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车短轴3座低顶,16.96
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车短轴3座中顶,17.2
福特,新世代全顺-2021款 Pro 2.2T 手动物流车短轴6座低顶,17.25
福特,新世代全顺-2021款 Pro 2.2T AMT（包）厢式货车短轴3座低顶,17.36
福特,新世代全顺-2021款 Pro 2.2T 手动物流车短轴6座中顶,17.48
福特,新世代全顺-2021款 Pro 2.2T AMT（包）厢式货车短轴3座中顶,17.6
福特,新世代全顺-2021款 Pro 2.2T AMT物流车短轴6座低顶,17.85
福特,新世代全顺-2021款 Pro 2.2T AMT物流车短轴6座中顶,18.1
福特,新世代全顺-2021款 Pro 2.2T AMT（包）物流车短轴6座低顶,18.25
福特,新世代全顺-2021款 Pro 2.2T AMT（包）物流车短轴6座中顶,18.49
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车长轴3座中顶,19.19
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车长轴3座高顶,19.38
福特,新世代全顺-2021款 Pro 2.2T 手动物流车长轴7座中顶,19.58
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车长轴3座中顶,19.79
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车长轴3座高顶,19.98
福特,新世代全顺-2021款 Pro 2.2T AMT物流车长轴7座中顶,20.18
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车5.9米长轴后双胎3座中顶,20.19
福特,新世代全顺-2021款 Pro 2.2T AMT（包）厢式货车长轴3座中顶,20.19
福特,新世代全顺-2021款 Pro 2.2T 手动物流车长轴7座高顶,20.28
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车短轴7座中顶,20.38
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车5.9米长轴后双胎3座高顶,20.38
福特,新世代全顺-2021款 Pro 2.2T AMT（包）厢式货车长轴3座高顶,20.38
福特,新世代全顺-2021款 Pro 2.2T 手动物流车5.9米长轴后双胎6座中顶,20.49
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车短轴11座中顶,20.58
福特,新世代全顺-2021款 Pro 2.2T 手动物流车5.9米长轴后双胎7座中顶后双胎,20.59
福特,新世代全顺-2021款 Pro 2.2T AMT（包）物流车长轴7座中顶,20.59
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车 5.9米长轴后双胎3座中顶,20.79
福特,新世代全顺-2021款 Pro 2.2T AMT物流车长轴7座高顶,20.88
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车 5.9米长轴后双胎3座高顶,20.98
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车短轴7座中顶,20.99
福特,新世代全顺-2021款 Pro 2.2T AMT物流车 5.9米长轴后双胎6座中顶,21.09
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车短轴11座中顶,21.18
福特,新世代全顺-2021款 Pro 2.2T 手动物流车5.9米长轴后双胎6座高顶,21.19
福特,新世代全顺-2021款 Pro 2.2T AMT物流车 5.9米长轴后双胎7座中顶,21.19
福特,新世代全顺-2021款 Pro 2.2T AMT（包）物流车长轴7座高顶,21.28
福特,新世代全顺-2021款 Pro 2.2T 手动物流车 5.9米长轴后双胎7座高顶,21.29
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车短轴7座中顶,21.38
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车短轴11座中顶,21.58
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车加长轴后双胎3座中顶,21.68
福特,新世代全顺-2021款 Pro 2.2T 手动豪华型客车短轴7座低顶,21.75
福特,新世代全顺-2021款 Pro 2.2T AMT物流车 5.9米长轴后双胎6座高顶,21.79
福特,新世代全顺-2021款 Pro 2.2T AMT物流车 5.9米长轴后双胎7座高顶,21.89
福特,新世代全顺-2021款 Pro 2.2T 手动豪华型客车短轴7座中顶,22.02
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车加长轴后双胎3座中顶,22.28
福特,新世代全顺-2021款 Pro 2.2T AMT豪华型客车短轴7座低顶,22.35
福特,新世代全顺-2021款 Pro 2.2T 手动厢式货车加长轴后双胎3座高顶,22.36
福特,新世代全顺-2021款 Pro 2.2T AMT豪华型客车短轴7座中顶,22.62
福特,新世代全顺-2021款 Pro 2.2T AMT（包）厢式货车加长轴后双胎3座中顶,22.68
福特,新世代全顺-2021款 Pro 2.2T AMT（包）豪华型客车短轴7座低顶,22.75
福特,新世代全顺-2021款 Pro 2.2T AMT厢式货车加长轴后双胎3座高顶,22.96
福特,新世代全顺-2021款 Pro 2.2T AMT（包）豪华型客车短轴7座中顶,23.02
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车长轴带机械踏板9座中顶,23.19
福特,新世代全顺-2021款 Pro 2.2T AMT（包）厢式货车加长轴后双胎3座高顶,23.36
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车长轴15座中顶,23.38
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车长轴带机械踏板9座中顶,23.79
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车长轴15座中顶,23.95
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车长轴15座高顶,23.99
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车5.9米长轴后双胎15座中顶,24
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车长轴带机械踏板9座中顶,24.19
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车长轴15座中顶,24.35
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车长轴15座高顶,24.59
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车5.9米长轴后双胎15座中顶,24.6
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车5.9米长轴后双胎15座高顶,24.7
福特,新世代全顺-2021款 Pro 2.2T 手动豪华型客车长轴带机械踏板9座中顶,24.88
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车长轴15座高顶,25
福特,新世代全顺-2021款 Pro 2.2T 手动豪华型客车长轴15座中顶,25.05
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车5.9米长轴后双胎15座高顶,25.3
福特,新世代全顺-2021款 Pro 2.2T 手动 普通型高级营运客车Pro长轴带机械踏板9座中顶国VI,25.34
福特,新世代全顺-2021款 Pro 2.2T AMT豪华型客车长轴带机械踏板9座中顶,25.48
福特,新世代全顺-2021款 Pro 2.2T AMT豪华型客车长轴15座中顶,25.65
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车加长轴后双胎(无侧拉门)17座中顶,25.68
福特,新世代全顺-2021款 Pro 2.2T AMT（包）豪华型客车长轴带机械踏板9座中顶,25.88
福特,新世代全顺-2021款 Pro 2.2T 自动普通型高级营运客车长轴带机械踏板9座中顶国VI,25.94
福特,新世代全顺-2021款 Pro 2.2T AMT（包）豪华型客车长轴15座中顶,26.05
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车加长轴后双胎(无侧拉门)17座高顶,26.28
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车加长轴后双胎(无侧拉门)17座中顶,26.28
福特,新世代全顺-2021款 Pro 2.2T 自动（包）普通型高级营运客车长轴带机械踏板9座中顶国VI,26.34
福特,新世代全顺-2021款 Pro 2.2T  手动普通型高级营运客车5.9米后双胎带机械踏板9座中顶国VI,26.34
福特,新世代全顺-2021款 Pro 2.2T  手动豪华型高级营运客车长轴带机械踏板9座中顶国VI,26.39
福特,新世代全顺-2021款 Pro 2.2T 手动普通型客车加长轴后双胎(带侧拉门)17座高顶,26.58
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车加长轴后双胎(无侧拉门)17座中顶,26.68
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车加长轴后双胎(无侧拉门)17座高顶,26.88
福特,新世代全顺-2021款 Pro 2.2T  自动普通型高级营运客车5.9米后双胎带机械踏板9座中顶国VI,26.94
福特,新世代全顺-2021款 Pro 2.2T 自动 豪华型高级营运客车长轴带机械踏板9座中顶国VI,26.99
福特,新世代全顺-2021款 Pro 2.2T AMT普通型客车加长轴后双胎(带侧拉门)17座高顶,27.19
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车加长轴后双胎(无侧拉门)17座高顶,27.28
福特,新世代全顺-2021款 Pro 2.2T 自动（包）普通型高级营运客车5.9米带机械踏板9座中顶国VI,27.34
福特,新世代全顺-2021款 Pro 2.2T 自动（包）豪华型高级营运客车长轴带机械踏板9座中顶国VI,27.39
福特,新世代全顺-2021款 Pro 2.2T  手动豪华型高级营运客车5.9米后双胎带机械踏板9座中顶国VI,27.39
福特,新世代全顺-2021款 Pro 2.2T AMT（包）普通型客车加长轴后双胎(带侧拉门)17座高顶,27.58
福特,新世代全顺-2021款 Pro 2.2T  自动豪华型高级营运客车5.9米后双胎带机械踏板9座中顶国VI,27.99
福特,新世代全顺-2021款 Pro 2.2T 自动（包）豪华型高级营运客车5.9米带机械踏板9座中顶国VI,28.39
福特,新世代全顺-2019款 2.2T长轴中顶标准型15座 国V,22.98
福特,领界EV-2020款 静领型,17.98
福特,领界EV-2020款 耀领型,19.28
福特,锐际PHEV-2021款 插电混动版,20.8
福田,大将军G9-2021款 2.5T装甲大将军手动两驱休闲版乐享型标箱JE4D25Q6A,13.48
福田,大将军G9-2021款 2.5T装甲大将军手动两驱休闲版乐享型长箱JE4D25Q6A,13.58
福田,大将军G9-2021款 2.5T装甲大将军手动四驱休闲版乐享型标箱JE4D25Q6A,14.78
福田,大将军G9-2021款 2.5T装甲大将军手动四驱休闲版乐享型长箱JE4D25Q6A,14.88
福田,大将军G9-2021款 2.5T装甲大将军手动两驱休闲版尊享型标箱JE4D25Q6A,14.88
福田,大将军G9-2021款 2.5T装甲大将军手动两驱休闲版尊享型长箱JE4D25Q6A,14.98
福田,大将军G9-2021款 2.5T装甲大将军手动四驱休闲版尊享型标箱JE4D25Q6A,16.18
福田,大将军G9-2021款 2.5T装甲大将军手动四驱休闲版尊享型长箱JE4D25Q6A,16.28
福田,大将军G9-2021款 2.5T野战大将军手动两驱运动版尊享型标箱JE4D25Q6A,16.28
福田,大将军G9-2021款 2.5T野战大将军手动两驱运动尊享型长箱JE4D25Q6A,16.38
福田,大将军G9-2021款 2.5T野战大将军手动四驱运动版尊享型标箱JE4D25Q6A,17.28
福田,大将军G9-2021款 2.5T野战大将军手动两驱运动版旗舰型标箱JE4D25Q6A,17.28
福田,大将军G9-2021款 2.5T野战大将军手动四驱运动版尊享型长箱JE4D25Q6A,17.38
福田,大将军G9-2021款 2.5T野战大将军手动两驱运动版旗舰型长箱JE4D25Q6A,17.38
福田,大将军G9-2021款 2.5T野战大将军手动四驱运动版旗舰型标箱JE4D25Q6A,18.28
福田,大将军G9-2021款 2.5T野战大将军手动四驱运动版旗舰型长箱JE4D25Q6A,18.38
福田,大将军G9-2022款 2.0T装甲大将军自动两驱休闲版乐享型标箱4F20TC,14.48
福田,大将军G9-2022款 2.0T装甲大将军自动两驱休闲版乐享型长箱4F20TC,14.58
福田,大将军G9-2022款 2.0T装甲大将军自动四驱休闲版乐享型标箱4F20TC,15.78
福田,大将军G9-2022款 2.0T装甲大将军自动四驱休闲版乐享型长箱4F20TC,15.88
福田,大将军G9-2022款 2.0T装甲大将军自动两驱休闲版尊享型标箱4F20TC,15.88
福田,大将军G9-2022款 2.0T装甲大将军自动两驱休闲版尊享型长箱4F20TC,15.98
福田,大将军G9-2022款 2.0T装甲大将军自动四驱休闲版尊享型标箱4F20TC,17.18
福田,大将军G9-2022款 2.0T装甲大将军自动四驱休闲版尊享型长箱4F20TC,17.28
福田,大将军G9-2022款 2.0T野战大将军自动两驱运动版尊享型标箱4F20TC,17.28
福田,大将军G9-2022款 2.0T野战大将军自动两驱运动版尊享型长箱4F20TC,17.38
福田,大将军G9-2022款 2.0T野战大将军自动四驱运动版尊享型标箱4F20TC,18.28
福田,大将军G9-2022款 2.0T野战大将军自动两驱运动版旗舰型标箱4F20TC,18.28
福田,大将军G9-2022款 2.0T野战大将军自动四驱运动版尊享型长箱4F20TC,18.38
福田,大将军G9-2022款 2.0T野战大将军自动两驱运动版旗舰型长箱4F20TC,18.38
福田,大将军G9-2022款 2.0T野战大将军自动四驱运动版旗舰型标箱4F20TC,19.28
福田,大将军G9-2022款 2.0T野战大将军自动四驱运动版旗舰型长箱4F20TC,19.38
福田,大将军G9-2021款 2.0T装甲大将军手动两驱休闲版乐享型标箱4F20TC,12.98
福田,大将军G9-2021款 2.0T装甲大将军手动两驱休闲版乐享型长箱4F20TC,13.08
福田,大将军G9-2021款 2.0T装甲大将军手动四驱休闲版乐享型标箱4F20TC,14.28
福田,大将军G9-2021款 2.0T装甲大将军手动四驱休闲版乐享型长箱4F20TC,14.38
福田,大将军G9-2021款 2.0T装甲大将军手动两驱休闲版尊享型标箱4F20TC,14.38
福田,大将军G9-2021款 2.0T装甲大将军手动两驱休闲版尊享型长箱4F20TC,14.48
福田,大将军G9-2021款 2.0T装甲大将军手动四驱休闲版尊享型标箱4F20TC,15.68
福田,大将军G9-2021款 2.0T装甲大将军手动四驱休闲版尊享型长箱4F20TC,15.78
福田,大将军G9-2021款 2.0T野战大将军手动两驱运动尊享型标箱4F20TC,15.78
福田,大将军G9-2021款 2.0T野战大将军手动两驱运动尊享型长箱4F20TC,15.88
福田,大将军G9-2021款 2.0T野战大将军手动四驱运动尊享型标箱4F20TC,16.78
福田,大将军G9-2021款 2.0T野战大将军手动两驱运动旗舰型标箱4F20TC,16.78
福田,大将军G9-2021款 2.0T野战大将军手动四驱运动尊享型长箱4F20TC,16.88
福田,大将军G9-2021款 2.0T野战大将军手动两驱运动旗舰型长箱4F20TC,16.88
福田,大将军G9-2021款 2.0T野战大将军手动四驱运动旗舰型标箱4F20TC,17.78
福田,大将军G9-2021款 2.0T野战大将军手动四驱运动旗舰型长箱4F20TC,17.88
福田,大将军G9-2022款 2.0T护国大将军自动两驱盛世型标箱4G20TI5,20.78
福田,大将军G9-2022款 2.0T护国大将军自动四驱盛世型标箱4G20TI5,21.78
福田,大将军G9-2021款 2.0T装甲大将军手动两驱休闲版乐享型标箱4G20TI5,11.98
福田,大将军G9-2021款 2.0T装甲大将军手动两驱休闲版乐享型长箱4G20TI5,12.08
福田,大将军G9-2021款 2.0T装甲大将军手动四驱休闲版乐享型标箱4G20TI5,13.28
福田,大将军G9-2021款 2.0T装甲大将军手动四驱休闲版乐享型长箱4G20TI5,13.38
福田,大将军G9-2021款 2.0T装甲大将军自动两驱休闲版尊享型标箱4G20TI5,14.38
福田,大将军G9-2021款 2.0T野战大将军手动两驱运动尊享型标箱4G20TI5,14.78
福田,大将军G9-2021款 2.0T装甲大将军自动四驱休闲版尊享型标箱4G20TI5,15.68
福田,大将军G9-2021款 2.0T野战大将军手动四驱运动尊享型标箱4G20TI5,15.78
福田,大将军G9-2021款 2.0T野战大将军手动两驱运动旗舰型标箱4G20TI5,15.78
福田,大将军G9-2021款 2.0T野战大将军自动两驱运动尊享型标箱4G20TI5,15.78
福田,大将军G9-2021款 2.0T野战大将军手动四驱运动旗舰型标箱4G20TI5,16.78
福田,大将军G9-2021款 2.0T野战大将军自动四驱运动尊享型标箱4G20TI5,16.78
福田,大将军G9-2021款 2.0T野战大将军自动两驱运动旗舰型标箱4G20TI5,16.78
福田,大将军G9-2021款 2.0T野战大将军自动四驱运动旗舰型标箱4G20TI5,17.78
福田,图雅诺-2020款 通途 2.5T短轴平顶3座,9.57
福田,图雅诺-2020款 通途 2.5T短轴中顶3座,9.87
福田,图雅诺-2020款 通途 2.5T短轴平顶3座,9.87
福田,图雅诺-2020款 通途 2.5T短轴平顶5/6/7座,10.17
福田,图雅诺-2020款 通途 2.5T短轴中顶5/6座,10.37
福田,图雅诺-2020款 通途 2.5T长轴中顶3座,12.67
福田,图雅诺-2020款 通途 2.5T长轴中顶5/6/7座,13.37
福田,图雅诺-2020款 通途 2.5T加长轴中顶3座,14.37
福田,图雅诺-2020款 通途 2.5T加长轴中顶3座,14.57
福田,图雅诺-2020款 通途 2.5T加长轴中顶5/6/7座,14.77
福田,图雅诺-2020款 通途 2.5T加长轴中顶6/7座,15.07
福田,图雅诺-2020款 通途 2.5T加长轴中顶9座,15.07
福田,图雅诺-2020款 通途 2.5T加长轴超高顶3座,15.27
福田,图雅诺-2021款 通途 2.0T 手动短轴平顶3座,10.87
福田,图雅诺-2021款 通途 2.0T 手动短轴中顶3座,11.07
福田,图雅诺-2021款 通途 2.0T 手动短轴平顶5/6座,11.47
福田,图雅诺-2021款 通途 2.0T 手动短轴中顶5/6座,11.67
福田,图雅诺-2021款 通途 2.0T 手动短轴平顶9座,11.67
福田,图雅诺-2021款 通途 2.0T 手动短轴中顶9座,11.87
福田,图雅诺-2021款 通途 2.0T 手动长轴中顶3座,12.37
福田,图雅诺-2021款 通途 2.0T 手动长轴中顶5/6/7座,12.77
福田,图雅诺-2021款 通途 2.0T 手动长轴超高顶3座,12.97
